_RAJ2000,_DEJ2000
0.9349583333333332,-17.335991666666665
11.181333333333333,48.28436388888889
13.507875,-72.41265833333334
24.77366666666667,63.462872222222224
25.915166666666664,50.688730555555566
28.598875,63.6701
34.815000000000005,57.18871944444446
35.579708333333336,57.620311111111114
35.579708333333336,57.620311111111114
36.437375,57.32013888888889
48.81979166666667,59.91365277777778
48.81979166666667,59.91365277777778
49.99695833333333,65.65229166666667
54.12241666666666,48.19263333333333
56.21891666666667,24.11333611111111
56.87116666666667,24.10513611111111
62.165375,47.712511111111105
72.65299999999998,8.900180555555558
76.18395833333334,44.95860833333333
76.18395833333334,44.95860833333333
82.32583333333334,-67.36030555555557
84.56791666666669,-69.0658
84.79645833333333,4.121466666666667
84.91225,-34.07410833333333
93.01366666666668,16.130405555555555
97.24079166666668,20.21213611111111
102.46025,-32.508477777777784
105.72825,-4.239233333333333
108.563375,-26.35250833333333
108.70270833333332,-26.77266944444445
109.576625,-36.73395277777778
109.99741666666668,-40.49488888888889
110.17908333333334,-8.421027777777779
111.78766666666668,8.289316666666666
117.02154166666666,-25.937169444444446
119.06570833333332,-61.099430555555564
119.336625,-28.632855555555555
123.37299999999999,-35.899519444444444
123.51541666666668,-28.323836111111113
125.84541666666668,-45.753063888888896
131.67729166666666,-56.769775
135.0585,-46.685722222222225
136.40991666666667,-70.5385
153.43425,-70.03790555555554
156.4621666666667,-56.62092777777778
158.00608333333338,-61.68533333333333
160.55883333333333,-64.466425
168.87645833333337,-56.66163055555555
173.69025,-54.26409166666666
177.4210833333333,-63.78847777777778
183.4435833333333,-63.724511111111106
183.4435833333333,-63.724511111111106
188.37058333333331,69.78823611111112
193.66325,-59.1467
198.79170833333333,-60.966869444444434
207.404125,-42.47373055555556
215.5965,-80.10894722222223
224.18329166666663,-62.78101666666666
226.87533333333332,-60.776813888888896
229.94179166666663,-67.19078611111111
230.8443333333333,-59.320780555555565
230.8443333333333,-59.320780555555565
233.23241666666667,31.35913333333333
233.23241666666667,31.35913333333333
233.971875,-44.95838888888889
233.971875,-44.95838888888889
246.75595833333333,-18.456247222222224
246.97575000000003,-59.848727777777775
262.8539583333333,-23.962641666666666
270.06583333333333,4.368616666666667
271.885625,28.762491666666666
282.52,33.36266944444444
283.05429166666664,-62.18759166666667
283.31029166666667,-10.220130555555556
286.82554166666665,36.10015833333333
290.43175,-15.955016666666667
297.767125,22.610047222222217
302.3567500000001,36.839622222222225
303.81625,25.59195833333333
311.85225,36.49071388888889
314.2934166666667,41.167138888888886
314.9565,47.52095
319.4795000000001,34.89689722222222
319.4795000000001,34.89689722222222
324.270125,-19.466013888888885
328.2657083333333,25.92513611111111
340.1639166666667,-27.043616666666665
345.48025,42.325980555555546
359.9790833333333,-65.57713333333334
